,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,trending,updated_github_id,github_release_downloads,new_addition,gitlab_id,gitlab_url
63,django-anymail,https://github.com/anymail/django-anymail,,[],emails,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",31,True,anymail/django-anymail,django-anymail,https://github.com/anymail/django-anymail,BSD-3-Clause,2016-03-10 02:55:09,2025-05-14 16:48:59,2025-05-14 16:48:49,931.0,9.0,133.0,22.0,165.0,5.0,230.0,1769.0,2025-04-03 21:03:40,13.0,61.0,7608.0,7608.0,67.0,https://pypi.org/project/django-anymail,880426.0,880427.0,1.0,,,168.0,,,
64,dj-stripe,https://github.com/dj-stripe/dj-stripe,,[],payment-subscriptions,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,31,True,dj-stripe/dj-stripe,dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-05-01 23:29:46,2025-03-27 18:55:08,3335.0,1.0,482.0,30.0,1037.0,71.0,965.0,1706.0,2025-01-12 16:54:39,2.9.0,71.0,1206.0,1206.0,130.0,https://pypi.org/project/dj-stripe,116429.0,116429.0,1.0,,,,,,
65,django-waffle,https://github.com/jazzband/django-waffle,,[],feature-flipper,A feature flipper for Django.,31,True,django-waffle/django-waffle,django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2025-05-19 17:18:52,2025-04-26 00:27:57,468.0,5.0,242.0,23.0,340.0,41.0,179.0,1169.0,2024-11-15 17:30:58,4.2.0,25.0,1594.0,1594.0,124.0,https://pypi.org/project/django-waffle,634657.0,634657.0,1.0,,jazzband/django-waffle,,,,
66,django-notifications,https://github.com/django-notifications/django-notifications,,[],notifications,GitHub notifications alike app for Django.,30,True,django-notifications/django-notifications,django-notifications-hq,https://github.com/django-notifications/django-notifications,BSD-3-Clause,2012-07-22 10:41:02,2025-04-02 15:45:29,2025-04-02 15:45:29,469.0,5.0,421.0,42.0,187.0,22.0,197.0,1884.0,2023-10-19 00:00:44,1.8.3,8.0,3037.0,3037.0,75.0,https://pypi.org/project/django-notifications-hq,60410.0,60410.0,1.0,,,,,,
67,django-q,https://github.com/Koed00/django-q,,[],task-queues,A multiprocessing distributed task queue for Django.,30,True,Koed00/django-q,django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-08-13 12:14:42,2021-06-26 12:04:16,1246.0,,239.0,51.0,313.0,279.0,154.0,1868.0,2021-06-10 16:52:14,1.3.9,78.0,1960.0,1960.0,62.0,https://pypi.org/project/django-q,64409.0,64409.0,3.0,,,,,,
68,django-prometheus,https://github.com/korfuri/django-prometheus,,[],apm,Export Django monitoring metrics for Prometheus.io.,30,True,korfuri/django-prometheus,django-prometheus,https://github.com/korfuri/django-prometheus,Apache-2.0,2015-04-05 06:53:05,2024-12-09 22:17:04,2024-12-09 22:17:04,553.0,,240.0,25.0,290.0,66.0,95.0,1554.0,2023-05-02 19:51:57,2.3.1,6.0,3972.0,3972.0,58.0,https://pypi.org/project/django-prometheus,973343.0,973343.0,2.0,,,,,,
69,django-dbbackup,https://github.com/jazzband/django-dbbackup,,[],management-commands,Management commands to help backup and restore your project database and media files.,30,True,jazzband/django-dbbackup,django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2025-05-09 19:11:15,2025-05-09 19:09:27,517.0,8.0,198.0,22.0,263.0,68.0,227.0,1046.0,2025-05-09 19:11:15,4.3.0,7.0,2436.0,2436.0,78.0,https://pypi.org/project/django-dbbackup,158496.0,158496.0,2.0,,,,,,
70,Open edX,https://github.com/openedx/edx-platform,,[],education-framework,"The Open edX LMS & Studio, powering education sites around the world!.",29,True,openedx/edx-platform,,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2025-05-22 13:29:15,2025-05-22 00:17:31,66850.0,386.0,3722.0,425.0,36010.0,233.0,497.0,7717.0,2015-03-02 21:13:51,named-release/birch,4.0,3.0,3.0,1461.0,,,,1.0,,,,,,
71,InvenTree,https://github.com/inventree/InvenTree,,[],inventory-management-system,Open Source Inventory Management System.,29,True,inventree/InvenTree,,https://github.com/inventree/InvenTree,MIT,2017-03-23 01:44:10,2025-05-22 05:37:04,2025-05-21 20:16:50,16607.0,246.0,914.0,71.0,5916.0,206.0,2722.0,4997.0,2025-05-21 05:44:55,0.17.12,100.0,4.0,4.0,103.0,,,28.0,1.0,,,1393.0,,,
72,djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,,[],restful-api-drf,A JSON Web Token authentication plugin for the Django REST Framework.,29,True,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2025-05-19 17:18:56,2025-04-28 19:55:14,671.0,15.0,642.0,53.0,412.0,112.0,389.0,4166.0,2025-02-26 19:34:29,5.5.0,13.0,,,132.0,https://pypi.org/project/djangorestframework-simplejwt,3362311.0,3362311.0,2.0,,,,,,
73,django-fsm,https://github.com/viewflow/django-fsm,,[],finite-state-machine,Django friendly finite state machine support.,29,True,viewflow/django-fsm,django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2024-04-16 12:13:04,2024-04-16 12:13:00,353.0,,281.0,45.0,146.0,1.0,156.0,2341.0,2024-04-09 07:55:47,3.0.0,5.0,1821.0,1821.0,70.0,https://pypi.org/project/django-fsm,346825.0,346825.0,2.0,,,,,,
74,django-cacheops,https://github.com/Suor/django-cacheops,,[],caching,A slick ORM cache with automatic granular event-driven invalidation.,29,True,Suor/django-cacheops,django-cacheops,https://github.com/Suor/django-cacheops,BSD-3-Clause,2011-06-04 12:25:47,2025-04-20 04:29:21,2025-04-20 04:28:56,1255.0,9.0,219.0,38.0,150.0,17.0,328.0,2193.0,,,,1518.0,1518.0,71.0,https://pypi.org/project/django-cacheops,223210.0,223210.0,1.0,,,,,,
75,django-cachalot,https://github.com/noripyt/django-cachalot,,[],caching,"No effort, no worry, maximum performance.",29,True,noripyt/django-cachalot,django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06,2025-04-17 00:04:30,2025-04-17 00:04:01,651.0,3.0,148.0,24.0,100.0,29.0,143.0,1348.0,2025-04-17 00:04:30,2.8.0,24.0,945.0,945.0,39.0,https://pypi.org/project/django-cachalot,104064.0,104064.0,1.0,,,,,,
76,djangorestframework-stubs,https://github.com/typeddjango/djangorestframework-stubs,,[],type-stubs,PEP-484 stubs for django-rest-framework.,29,True,typeddjango/djangorestframework-stubs,djangorestframework-stubs,https://github.com/typeddjango/djangorestframework-stubs,MIT,2018-11-12 01:07:16,2025-05-19 18:47:57,2025-05-19 18:47:52,591.0,34.0,116.0,6.0,616.0,52.0,99.0,493.0,2025-04-27 12:18:55,3.16.0,26.0,3744.0,3744.0,79.0,https://pypi.org/project/djangorestframework-stubs,1095485.0,1095485.0,3.0,,,,,,
77,plane,https://github.com/makeplane/plane,,[],project-management-framework,"Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the..",28,True,makeplane/plane,,https://github.com/makeplane/plane,AGPL-3.0,2022-11-19 12:55:01,2025-05-22 13:09:28,2025-05-21 15:04:52,5825.0,301.0,2258.0,133.0,5725.0,455.0,765.0,36088.0,2025-04-28 13:02:01,0.26.0,44.0,,,116.0,,,872.0,1.0,,,24424.0,,,
78,django-grappelli,https://github.com/sehmaschine/django-grappelli,,[],admin-interface,A jazzy skin for the Django Admin-Interface (official repository).,28,True,sehmaschine/django-grappelli,django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2025-04-28 13:57:24,2025-04-28 13:49:07,1960.0,6.0,639.0,87.0,336.0,7.0,723.0,3852.0,,,,6810.0,6810.0,91.0,https://pypi.org/project/django-grappelli,213109.0,213109.0,2.0,,,,,,
79,django-material,https://github.com/viewflow/django-material,,[],admin-interface,Material Design for Django.,28,True,viewflow/django-material,django-material,https://github.com/viewflow/django-material,AGPL-3.0,2015-01-16 07:17:33,2025-05-22 13:09:51,2025-05-22 13:09:46,133.0,133.0,413.0,89.0,122.0,20.0,393.0,2507.0,2017-10-27 11:20:04,1.1.0,5.0,1867.0,1867.0,4.0,https://pypi.org/project/django-material,12737.0,12737.0,2.0,,,,,,
80,tach,https://github.com/gauge-sh/tach,,[],development,"A Python tool to visualize + enforce dependencies, using modular architecture Open source Installable via pip Able to..",28,True,gauge-sh/tach,tach,https://github.com/gauge-sh/tach,MIT,2024-01-31 20:12:23,2025-05-19 04:51:35,2025-05-01 23:19:54,2302.0,176.0,60.0,14.0,648.0,21.0,105.0,2397.0,2025-04-18 23:26:40,0.29.0,100.0,56.0,56.0,20.0,https://pypi.org/project/tach,406748.0,406748.0,1.0,,,,,,
81,django-htmx,https://github.com/adamchainz/django-htmx,,[],templates,Extensions for using Django with htmx.,28,True,adamchainz/django-htmx,django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2025-05-19 12:35:51,2025-05-19 12:35:50,546.0,22.0,140.0,38.0,444.0,4.0,80.0,1806.0,,,,4424.0,4424.0,24.0,https://pypi.org/project/django-htmx,362307.0,362307.0,1.0,,,,,,
82,django-tailwind,https://github.com/timonweb/django-tailwind,,[],mvt-tailwind-css-framework-integration,Django + Tailwind CSS =.,28,True,timonweb/django-tailwind,django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2025-04-04 17:38:06,2025-04-04 17:38:01,330.0,25.0,99.0,16.0,57.0,4.0,160.0,1561.0,,,,6552.0,6552.0,22.0,https://pypi.org/project/django-tailwind,129634.0,129634.0,1.0,,,,,,
83,django-configurations,https://github.com/jazzband/django-configurations,,[],configuration,A helper for organizing Django project settings by relying on well established programming patterns.,28,True,jazzband/django-configurations,django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-11-18 23:53:14,2024-11-18 23:53:09,512.0,,141.0,21.0,194.0,53.0,156.0,1126.0,2023-11-30 10:00:09,2.5.1,11.0,3309.0,3309.0,74.0,https://pypi.org/project/django-configurations,239919.0,239919.0,3.0,,,,,,
84,django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,[],admin-interface-actions,Generic drag-and-drop ordering for objects in the Django admin interface.,28,True,jrief/django-admin-sortable2,django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,2013-07-07 21:26:56,2025-05-15 09:11:57,2025-05-15 09:11:57,840.0,21.0,176.0,19.0,178.0,45.0,187.0,831.0,2025-05-15 06:43:59,2.2.8,20.0,2834.0,2834.0,90.0,https://pypi.org/project/django-admin-sortable2,362795.0,362795.0,2.0,,,,,,
85,django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,,[],graphql-api,JSON Web Token (JWT) authentication for Graphene Django.,28,True,flavors/django-graphql-jwt,django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,156.0,14.0,102.0,63.0,171.0,823.0,2023-08-04 09:46:09,0.4.0,27.0,5568.0,5568.0,26.0,https://pypi.org/project/django-graphql-jwt,115106.0,115106.0,3.0,,,,,,
86,strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-django,,[],graphql-api,Strawberry GraphQL Django extension.,28,True,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2025-05-19 16:31:48,2025-05-13 15:20:07,879.0,33.0,138.0,15.0,387.0,89.0,272.0,453.0,2025-05-06 07:30:49,0.59.1,100.0,602.0,602.0,100.0,https://pypi.org/project/strawberry-graphql-django,310863.0,310863.0,3.0,,strawberry-graphql/strawberry-django,,,,
87,django-bootstrap5,https://github.com/zostera/django-bootstrap5,,[],mvt-bootstrap-css-framework-integration,Bootstrap 5 for Django.,28,True,zostera/django-bootstrap5,django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2025-05-12 20:48:45,2025-05-12 20:48:44,1491.0,13.0,84.0,14.0,649.0,36.0,70.0,430.0,,,,9540.0,9540.0,151.0,https://pypi.org/project/django-bootstrap5,206207.0,206207.0,3.0,,,,,,
88,highlight,https://github.com/highlight/highlight,,[],apm,"highlight.io: The open source, full-stack monitoring platform. Error monitoring, session replay, logging, distributed..",27,True,highlight/highlight,,https://github.com/highlight/highlight,,2020-08-20 17:55:23,2025-05-21 23:05:17,2025-05-21 16:23:24,7018.0,87.0,412.0,29.0,7353.0,286.0,2495.0,8265.0,2025-02-12 22:59:28,docker-v0.5.4,55.0,380.0,380.0,82.0,,,,3.0,,,,,,
89,strawberry,https://github.com/strawberry-graphql/strawberry,,[],graphql-api,A GraphQL library for Python that leverages type annotations.,27,True,strawberry-graphql/strawberry,strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2025-05-22 12:28:28,2025-05-22 12:28:26,3440.0,71.0,559.0,37.0,2664.0,398.0,682.0,4269.0,2025-05-22 12:28:50,0.270.1,100.0,,,282.0,https://pypi.org/project/strawberry,759.0,801.0,3.0,,,512.0,,,
90,eventsourcing,https://github.com/pyeventsourcing/eventsourcing,,[],event-sourcing,A library for event sourcing in Python.,27,True,pyeventsourcing/eventsourcing,eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2025-05-22 01:36:01,2025-05-22 01:35:40,5195.0,217.0,133.0,36.0,196.0,3.0,98.0,1549.0,,,,189.0,189.0,28.0,https://pypi.org/project/eventsourcing,35137.0,35137.0,1.0,,,,,,
91,django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,,[],multiple-tenants,Tenant support for Django using PostgreSQL schemas.,27,True,bernardopires/django-tenant-schemas,django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,396.0,65.0,229.0,147.0,330.0,1479.0,2023-08-27 13:05:42,1.12.0,2.0,465.0,465.0,75.0,https://pypi.org/project/django-tenant-schemas,15486.0,15486.0,2.0,,,,,,
92,django-components,https://github.com/django-components/django-components,,[],templates,Create simple reusable template components in Django.,27,True,django-components/django-components,django-components,https://github.com/django-components/django-components,MIT,2015-06-11 17:23:48,2025-05-22 06:02:38,2025-05-22 06:01:21,1667.0,222.0,95.0,16.0,854.0,50.0,221.0,1355.0,2025-04-20 10:01:55,0.139.1,64.0,,,50.0,https://pypi.org/project/django-components,42822.0,42822.0,2.0,,,,True,,
93,django-split-settings,https://github.com/wemake-services/django-split-settings,,[],configuration,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,27,True,wemake-services/django-split-settings,django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2025-05-17 14:58:37,2025-05-17 14:58:37,565.0,5.0,69.0,16.0,528.0,5.0,43.0,1161.0,2024-07-05 14:30:34,1.3.2,9.0,3401.0,3401.0,27.0,https://pypi.org/project/django-split-settings,185237.0,185237.0,3.0,,,,,,
94,django-ratelimit,https://github.com/jsocol/django-ratelimit,,[],authentication-authorization,Cache-based rate-limiting for Django.,27,True,jsocol/django-ratelimit,django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-07-11 18:32:53,2023-12-05 19:30:12,317.0,,178.0,17.0,159.0,26.0,125.0,1109.0,2023-07-24 20:36:04,4.1.0,2.0,3921.0,3921.0,51.0,https://pypi.org/project/django-ratelimit,744925.0,744925.0,2.0,,,,,,
95,django-ses,https://github.com/django-ses/django-ses,,[],emails,A Django email backend for Amazons Simple Email Service.,27,True,django-ses/django-ses,django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2025-05-08 16:49:16,2025-05-08 16:49:09,386.0,2.0,217.0,16.0,201.0,49.0,101.0,1047.0,2024-11-26 19:17:50,4.3.0,52.0,3440.0,3440.0,84.0,https://pypi.org/project/django-ses,786544.0,786544.0,2.0,,,,,,
96,model_bakery,https://github.com/model-bakers/model_bakery,,[],testing,Object factory for Django.,27,True,model-bakers/model_bakery,model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2025-03-07 11:18:20,2025-03-07 11:18:20,420.0,5.0,93.0,10.0,364.0,26.0,124.0,893.0,2025-02-26 20:09:38,1.20.4,36.0,4960.0,4960.0,62.0,https://pypi.org/project/model_bakery,757422.0,757422.0,2.0,,,,,,
97,model-bakery,https://github.com/model-bakers/model_bakery,,[],fake-data,Object factory for Django.,27,True,model-bakers/model_bakery,model-bakery/,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2025-03-07 11:18:20,2025-03-07 11:18:20,420.0,5.0,93.0,10.0,364.0,26.0,124.0,893.0,2025-02-26 20:09:38,1.20.4,36.0,4960.0,4960.0,62.0,https://pypi.org/project/model-bakery/,757422.0,757422.0,1.0,,,,,,
98,django-paypal,https://github.com/spookylukey/django-paypal,,[],payment-subscriptions,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,27,True,spookylukey/django-paypal,django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2025-05-19 16:48:40,2024-11-18 21:22:27,798.0,,200.0,26.0,121.0,12.0,153.0,730.0,,,,4206.0,4206.0,73.0,https://pypi.org/project/django-paypal,20231.0,20231.0,1.0,,,,,,
99,django-test-migrations,https://github.com/wemake-services/django-test-migrations,,[],testing,"Test django schema and data migrations, including migrations order and best practices.",27,True,wemake-services/django-test-migrations,django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2025-05-17 15:11:34,2025-05-17 15:11:27,511.0,10.0,32.0,8.0,444.0,15.0,53.0,550.0,2025-04-18 10:15:29,1.5.0,9.0,936.0,936.0,20.0,https://pypi.org/project/django-test-migrations,198669.0,198669.0,2.0,,,,,,
100,django-structlog,https://github.com/jrobichaud/django-structlog,,[],logging,Structured Logging for Django.,27,True,jrobichaud/django-structlog,django-structlog,https://github.com/jrobichaud/django-structlog,MIT,2019-04-07 21:29:34,2025-05-19 11:19:07,2025-05-19 11:13:54,1942.0,153.0,36.0,6.0,768.0,2.0,69.0,473.0,,,,849.0,849.0,24.0,https://pypi.org/project/django-structlog,569128.0,569128.0,3.0,,,,,,
101,django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,,[],authentication-authorization,OpenID Connect and OAuth2 provider implementation for Djangonauts.,27,True,juanifioren/django-oidc-provider,django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2025-05-08 15:18:40,2024-12-06 16:39:50,1075.0,,221.0,17.0,232.0,51.0,157.0,434.0,2024-12-06 16:44:57,0.8.3,24.0,412.0,412.0,74.0,https://pypi.org/project/django-oidc-provider,16928.0,16928.0,2.0,,,,,,
102,Mobile Security Framework (MobSF),https://github.com/MobSF/Mobile-Security-Framework-MobSF,,[],security-framework,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing,..",26,True,MobSF/Mobile-Security-Framework-MobSF,,https://github.com/MobSF/Mobile-Security-Framework-MobSF,GPL-3.0,2015-01-31 04:36:01,2025-05-08 15:03:32,2025-05-04 23:33:07,2011.0,8.0,3253.0,585.0,930.0,13.0,1507.0,18642.0,2025-03-29 17:57:28,4.3.2,48.0,3.0,3.0,102.0,,,,3.0,,,,,,
103,django-jet,https://github.com/geex-arts/django-jet,,[],admin-interface,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,26,False,geex-arts/django-jet,django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,664.0,113.0,177.0,215.0,131.0,3604.0,2018-10-18 06:39:57,1.0.8,23.0,3375.0,3375.0,29.0,https://pypi.org/project/django-jet,8340.0,8340.0,3.0,,,,,,
104,injector,https://github.com/python-injector/injector,,[],dependency-injection,"Python dependency injection framework, inspired by Guice.",26,True,python-injector/injector,injector,https://github.com/python-injector/injector,BSD-3-Clause,2010-11-25 12:05:20,2025-03-13 07:56:21,2025-03-13 07:56:20,481.0,4.0,86.0,13.0,123.0,47.0,100.0,1405.0,,,,2894.0,2894.0,31.0,https://pypi.org/project/injector,2053384.0,2053384.0,1.0,,,,,,
105,django-organizations,https://github.com/bennylope/django-organizations,,[],authentication-authorization,Multi-user accounts for Django projects.,26,True,bennylope/django-organizations,django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-10-30 18:35:14,2024-10-28 19:02:09,754.0,,208.0,36.0,116.0,13.0,138.0,1319.0,2024-10-28 18:53:47,2.5.0,20.0,313.0,313.0,49.0,https://pypi.org/project/django-organizations,48876.0,48876.0,3.0,,,,,,
106,django-post-office,https://github.com/ui/django-post_office,,[],emails,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",26,True,ui/django-post_office,django-post-office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2025-05-17 01:03:59,2025-05-17 01:03:57,791.0,5.0,249.0,35.0,234.0,94.0,158.0,1036.0,2024-11-22 02:06:30,3.9.1,10.0,112.0,112.0,84.0,https://pypi.org/project/django-post-office,59206.0,59206.0,3.0,,,,,,
107,wrabit/django-cotton,https://github.com/wrabit/django-cotton,,[],templates,Enabling Modern UI Composition in Django.,26,True,wrabit/django-cotton,django-cotton,https://github.com/wrabit/django-cotton,MIT,2024-06-08 13:30:49,2025-05-13 22:16:29,2025-05-11 21:43:15,604.0,47.0,41.0,12.0,148.0,3.0,97.0,847.0,2025-05-11 21:48:33,2.1.2,67.0,226.0,226.0,11.0,https://pypi.org/project/django-cotton,34233.0,34233.0,2.0,,,,,,
108,django-otp,https://github.com/django-otp/django-otp,,[],authentication-authorization,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,26,True,django-otp/django-otp,django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2025-04-02 22:40:15,2025-04-02 22:39:11,289.0,3.0,106.0,11.0,80.0,12.0,72.0,585.0,,,,4242.0,4242.0,49.0,https://pypi.org/project/django-otp,987899.0,987899.0,3.0,,,,,,
109,django-concurrency,https://github.com/saxix/django-concurrency,,[],locking,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,26,True,saxix/django-concurrency,django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2025-04-03 17:35:40,2025-04-03 17:35:36,714.0,16.0,50.0,8.0,183.0,,75.0,451.0,2025-04-03 17:26:46,2.7,5.0,206.0,206.0,26.0,https://pypi.org/project/django-concurrency,62165.0,62165.0,1.0,,,,,,
110,django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,,[],restful-api-drf,"An extension of django rest framework, providing a configurable password reset strategy.",26,True,anexia-it/django-rest-passwordreset,django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-11-13 17:39:13,2024-11-13 17:39:13,187.0,,139.0,8.0,95.0,26.0,79.0,431.0,2024-11-05 13:54:56,1.5.0,22.0,4335.0,4335.0,40.0,https://pypi.org/project/django-rest-passwordreset,176032.0,176032.0,3.0,,,,,,
111,django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,,[],authentication-authorization,"Django CAS 1.0/2.0/3.0 client authentication library, supporting Django 4.2+ and Python 3.8+.",26,True,django-cas-ng/django-cas-ng,django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2025-05-08 15:36:52,2025-02-06 21:19:17,668.0,,163.0,16.0,208.0,7.0,152.0,387.0,2023-10-17 22:51:49,5.0.1,28.0,601.0,601.0,87.0,https://pypi.org/project/django-cas-ng,30753.0,30758.0,3.0,,,706.0,,,
112,django-auth-adfs,https://github.com/snok/django-auth-adfs,,[],authentication-authorization,A Django authentication backend for Microsoft ADFS and AzureAD.,26,True,snok/django-auth-adfs,django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2025-05-08 15:35:55,2025-04-09 00:08:12,510.0,4.0,100.0,15.0,159.0,34.0,180.0,284.0,2025-01-15 15:55:36,1.15.0,35.0,177.0,177.0,49.0,https://pypi.org/project/django-auth-adfs,77914.0,77914.0,3.0,,,,,,
113,django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,,[],restful-api-ninja,A JSON Web Token authentication plugin for the Django REST Framework.,26,True,eadwinCode/django-ninja-jwt,django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2025-05-22 11:29:39,2025-05-22 11:29:39,719.0,14.0,26.0,5.0,94.0,17.0,21.0,182.0,2025-04-05 08:59:26,5.3.7,24.0,483.0,483.0,88.0,https://pypi.org/project/django-ninja-jwt,59070.0,59070.0,2.0,,,,,,
114,django-shop,https://github.com/awesto/django-shop,,[],ecommerce-framework,A Django based shop system.,25,True,awesto/django-shop,django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,996.0,170.0,501.0,90.0,292.0,3272.0,,,,230.0,230.0,96.0,https://pypi.org/project/django-shop,908.0,908.0,3.0,,,,,,
115,shuup,https://github.com/shuup/shuup,,[],ecommerce-framework,E-Commerce Platform.,25,True,shuup/shuup,shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1099.0,119.0,2196.0,147.0,291.0,2301.0,2021-08-17 18:55:57,2.14.3,100.0,181.0,181.0,67.0,https://pypi.org/project/shuup,3673.0,3683.0,3.0,,,713.0,,,
116,django-payments,https://github.com/jazzband/django-payments,,[],payment-subscriptions,Universal payment handling for Django.,25,True,jazzband/django-payments,django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2025-05-19 17:18:37,2025-03-16 12:59:51,907.0,3.0,275.0,40.0,263.0,68.0,115.0,1142.0,2021-02-01 11:27:35,0.14.0,29.0,636.0,636.0,68.0,https://pypi.org/project/django-payments,8855.0,8855.0,2.0,,,31.0,,,
117,django-baton,https://github.com/otto-torino/django-baton,,[],admin-interface,"A cool, modern and responsive django admin application based on bootstrap 5 that brings AI to the Django admin -..",25,True,otto-torino/django-baton,django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2025-05-21 15:56:26,2025-05-21 15:56:14,1103.0,5.0,97.0,13.0,108.0,2.0,184.0,941.0,2025-05-21 15:57:11,4.2.3,54.0,461.0,461.0,17.0,https://pypi.org/project/django-baton,7640.0,7640.0,3.0,,,,,,
118,django-easy-audit,https://github.com/soynatan/django-easy-audit,,[],fields-versioning,"Yet another Django audit log app, hopefully the simplest one.",25,True,soynatan/django-easy-audit,django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2025-04-19 03:04:34,2025-04-19 02:59:50,321.0,4.0,182.0,14.0,167.0,81.0,81.0,801.0,2024-10-09 11:35:31,1.3.7,59.0,357.0,357.0,51.0,https://pypi.org/project/django-easy-audit,60306.0,60306.0,3.0,,,,,,
