,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,updated_github_id,gitlab_id,gitlab_url
56,django-cachalot,noripyt/django-cachalot,django-cachalot,[],caching,https://github.com/noripyt/django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06,2024-09-24 17:42:26,2024-09-24 17:42:26,644.0,3.0,146.0,25.0,97.0,33.0,137.0,1239.0,2024-08-12 03:13:17,2.6.3,22.0,"No effort, no worry, maximum performance.",841.0,841.0,37.0,https://pypi.org/project/django-cachalot,105084.0,105084.0,28,True,3.0,,,,,
57,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2024-10-28 08:32:27,2024-10-28 08:32:21,551.0,9.0,67.0,17.0,512.0,4.0,43.0,1113.0,2024-07-05 14:30:34,1.3.2,9.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,3127.0,3127.0,25.0,https://pypi.org/project/django-split-settings,165222.0,165222.0,28,True,3.0,,,,,
58,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-10-10 08:11:14,2024-10-10 08:08:17,402.0,26.0,85.0,11.0,354.0,25.0,118.0,838.0,2024-10-10 08:11:14,1.20.0,32.0,Object factory for Django.,4545.0,4545.0,57.0,https://pypi.org/project/model_bakery,878997.0,878997.0,28,True,2.0,,,,,
59,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-10-10 08:11:14,2024-10-10 08:08:17,402.0,26.0,85.0,11.0,354.0,25.0,118.0,838.0,2024-10-10 08:11:14,1.20.0,32.0,Object factory for Django.,4545.0,4545.0,57.0,https://pypi.org/project/model-bakery/,878997.0,878997.0,28,True,1.0,,,,,
60,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,150.0,15.0,101.0,63.0,171.0,820.0,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,5305.0,5305.0,26.0,https://pypi.org/project/django-graphql-jwt,112864.0,112864.0,28,True,3.0,,,,,
61,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,2013-07-07 21:26:56,2024-09-22 05:51:06,2024-09-22 05:51:05,813.0,16.0,171.0,19.0,173.0,44.0,183.0,764.0,2024-09-09 19:36:55,2.2.3,15.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2605.0,2605.0,86.0,https://pypi.org/project/django-admin-sortable2,268590.0,268590.0,28,True,2.0,,,,,
62,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2024-10-28 16:35:19,2024-10-23 16:51:14,794.0,30.0,119.0,14.0,326.0,77.0,248.0,412.0,2024-10-19 16:46:07,0.49.1,98.0,Strawberry GraphQL Django extension.,500.0,500.0,88.0,https://pypi.org/project/strawberry-graphql-django,112127.0,112127.0,28,True,3.0,,,strawberry-graphql/strawberry-django,,
63,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2024-06-12 15:17:20,2022-11-02 08:25:54,5304.0,,1584.0,247.0,987.0,43.0,1012.0,4759.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,9456.0,9456.0,27,True,3.0,,,,,
64,InvenTree,inventree/InvenTree,,[],inventory-management-system,https://github.com/inventree/InvenTree,https://github.com/inventree/InvenTree,MIT,2017-03-23 01:44:10,2024-11-01 00:15:13,2024-11-01 00:10:25,15993.0,312.0,753.0,70.0,5090.0,225.0,2423.0,4252.0,2024-10-29 00:41:15,0.16.7,100.0,Open Source Inventory Management System.,,,96.0,,,12.0,27,True,1.0,758.0,,,,
65,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-10-31 17:43:24,2024-10-31 17:43:23,3285.0,80.0,523.0,39.0,2543.0,394.0,631.0,3996.0,2024-10-21 15:39:07,0.247.0,100.0,A GraphQL library for Python that leverages type annotations.,,,264.0,https://pypi.org/project/strawberry,770.0,812.0,27,True,3.0,592.0,,,,
66,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-08-22 10:18:36,2024-08-22 10:18:31,1953.0,3.0,643.0,88.0,336.0,6.0,716.0,3758.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,6442.0,6442.0,90.0,https://pypi.org/project/django-grappelli,217844.0,217844.0,27,True,3.0,,,,,
67,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,392.0,65.0,227.0,148.0,328.0,1456.0,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,436.0,436.0,75.0,https://pypi.org/project/django-tenant-schemas,28687.0,28687.0,27,True,2.0,,,,,
68,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-10-30 18:35:14,2024-10-28 19:02:09,754.0,2.0,206.0,37.0,117.0,13.0,138.0,1303.0,2024-10-28 18:53:47,2.5.0,20.0,Multi-user accounts for Django projects.,295.0,295.0,50.0,https://pypi.org/project/django-organizations,41004.0,41004.0,27,True,2.0,,,,,
69,tach,gauge-sh/tach,tach,[],development,https://github.com/gauge-sh/tach,https://github.com/gauge-sh/tach,MIT,2024-01-31 20:12:23,2024-10-28 19:05:15,2024-10-28 19:05:14,1558.0,324.0,35.0,7.0,333.0,2.0,55.0,1075.0,2024-10-21 18:07:12,0.14.1,77.0,"A Python tool to enforce dependencies, using modular architecture Open source Installable via pip Able to be adopted..",21.0,21.0,17.0,https://pypi.org/project/tach,251800.0,251800.0,27,True,1.0,,,,,
70,django-structlog,jrobichaud/django-structlog,django-structlog,[],logging,https://github.com/jrobichaud/django-structlog,https://github.com/jrobichaud/django-structlog,MIT,2019-04-07 21:29:34,2024-10-28 12:04:21,2024-10-28 11:58:28,1599.0,167.0,33.0,6.0,622.0,1.0,63.0,436.0,,,,Structured Logging for Django.,675.0,675.0,21.0,https://pypi.org/project/django-structlog,462487.0,462487.0,27,True,3.0,,,,,
71,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-10-25 12:35:17,2024-10-14 18:19:48,177.0,2.0,139.0,9.0,93.0,26.0,78.0,427.0,2024-10-14 18:20:18,1.4.2,21.0,"An extension of django rest framework, providing a configurable password reset strategy.",3891.0,3891.0,38.0,https://pypi.org/project/django-rest-passwordreset,151379.0,151379.0,27,True,2.0,,,,,
72,plane,makeplane/plane,,[],project-management-framework,https://github.com/makeplane/plane,https://github.com/makeplane/plane,AGPL-3.0,2022-11-19 12:55:01,2024-10-30 12:09:17,2024-10-30 12:09:02,5009.0,515.0,1652.0,116.0,4809.0,367.0,635.0,30193.0,2024-10-10 15:26:22,0.23.1,37.0,"Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and product..",,,95.0,,,,26,True,1.0,,,,,
73,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,665.0,115.0,177.0,216.0,131.0,3575.0,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3257.0,3257.0,29.0,https://pypi.org/project/django-jet,9159.0,9159.0,26,False,3.0,,,,,
74,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,988.0,171.0,501.0,89.0,292.0,3208.0,,,,A Django based shop system.,228.0,228.0,96.0,https://pypi.org/project/django-shop,7596.0,7596.0,26,True,3.0,,,,,
75,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2024-10-29 10:22:56,2024-10-29 10:22:56,433.0,26.0,418.0,46.0,348.0,101.0,319.0,1693.0,2024-08-21 10:01:33,2.7.0,16.0,Celery Periodic Tasks backed by the Django ORM.,,,130.0,https://pypi.org/project/django-celery-beat,1848953.0,1848953.0,26,True,3.0,,,,,
76,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2024-07-25 15:03:02,2024-06-19 01:02:01,784.0,,245.0,36.0,224.0,94.0,156.0,1006.0,2024-06-19 01:08:48,3.9,9.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",95.0,95.0,81.0,https://pypi.org/project/django-post-office,63219.0,63219.0,26,True,3.0,,,,,
77,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2024-10-09 11:32:46,2024-10-09 11:31:30,315.0,14.0,171.0,15.0,160.0,74.0,81.0,734.0,2024-10-09 11:35:31,1.3.7,58.0,"Yet another Django audit log app, hopefully the simplest one.",308.0,308.0,49.0,https://pypi.org/project/django-easy-audit,59118.0,59118.0,26,True,3.0,,,,,
78,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2024-10-28 17:01:48,2024-06-03 18:33:47,797.0,,197.0,27.0,121.0,12.0,152.0,729.0,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,3733.0,3733.0,73.0,https://pypi.org/project/django-paypal,19440.0,19440.0,26,True,1.0,,,,,
79,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2024-10-30 06:16:08,2024-10-30 06:16:01,488.0,13.0,30.0,9.0,421.0,15.0,50.0,525.0,2024-06-28 19:56:24,1.4.0,8.0,"Test django schema and data migrations, including migrations order and best practices.",818.0,818.0,18.0,https://pypi.org/project/django-test-migrations,259850.0,259850.0,26,True,3.0,,,,,
80,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2024-10-04 19:34:45,2023-12-15 19:26:00,1059.0,,216.0,18.0,219.0,52.0,151.0,423.0,2023-12-15 19:23:05,0.8.2,23.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,363.0,363.0,74.0,https://pypi.org/project/django-oidc-provider,16315.0,16315.0,26,True,2.0,,,,,
81,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2024-10-08 21:30:09,2024-08-30 05:28:52,660.0,5.0,161.0,18.0,198.0,5.0,151.0,383.0,2023-10-17 22:51:49,5.0.1,28.0,"Django CAS 1.0/2.0/3.0 client authentication library, supporting Django 4.2+ and Python 3.8+.",564.0,564.0,86.0,https://pypi.org/project/django-cas-ng,36989.0,36994.0,26,True,2.0,692.0,,,,
82,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2024-10-30 21:01:16,2024-10-30 21:01:13,631.0,1.0,618.0,56.0,355.0,129.0,346.0,4002.0,2023-12-04 06:36:31,5.3.1,11.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,116.0,https://pypi.org/project/djangorestframework-simplejwt,2760265.0,2760265.0,25,True,3.0,,,,,
83,injector,python-injector/injector,injector,[],dependency-injection,https://github.com/python-injector/injector,https://github.com/python-injector/injector,BSD-3-Clause,2010-11-25 12:05:20,2024-07-10 18:24:44,2024-07-07 22:57:38,477.0,,79.0,15.0,118.0,44.0,100.0,1313.0,,,,"Python dependency injection framework, inspired by Guice.",2356.0,2356.0,31.0,https://pypi.org/project/injector,2330126.0,2330126.0,25,True,1.0,,,,,
84,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-07-11 18:32:53,2023-12-05 19:30:12,317.0,,175.0,19.0,158.0,23.0,125.0,1072.0,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,2929.0,2929.0,51.0,https://pypi.org/project/django-ratelimit,521042.0,521042.0,25,True,3.0,,,,,
85,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,81.0,11.0,65.0,16.0,42.0,686.0,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,4853.0,4853.0,23.0,https://pypi.org/project/django-seed,26391.0,26391.0,25,True,1.0,,,,,
86,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2024-09-06 16:50:00,2024-09-06 16:33:26,286.0,9.0,100.0,12.0,77.0,10.0,71.0,543.0,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,3350.0,3350.0,48.0,https://pypi.org/project/django-otp,1107252.0,1107252.0,25,True,3.0,,,,,
87,django-browser-reload,adamchainz/django-browser-reload,django-browser-reload,[],development,https://github.com/adamchainz/django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2024-10-29 10:29:30,2024-10-29 10:29:28,334.0,29.0,25.0,5.0,257.0,12.0,27.0,514.0,,,,Automatically reload your browser in development.,4788.0,4788.0,6.0,https://pypi.org/project/django-browser-reload,168789.0,168789.0,25,True,3.0,,,,,
88,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2024-10-23 23:52:33,2024-10-23 23:52:32,502.0,7.0,95.0,16.0,149.0,29.0,176.0,269.0,2024-02-15 15:48:58,1.14.0,34.0,A Django authentication backend for Microsoft ADFS and AzureAD.,136.0,136.0,48.0,https://pypi.org/project/django-auth-adfs,72347.0,72347.0,25,True,3.0,,,,,
89,Tandoor Recipes,TandoorRecipes/recipes,,[],recipe-management-framework,https://github.com/TandoorRecipes/recipes,https://github.com/TandoorRecipes/recipes,,2019-11-13 20:34:02,2024-11-01 00:13:44,2024-10-31 06:00:00,6417.0,85.0,577.0,39.0,1329.0,295.0,1488.0,5502.0,2024-10-08 16:25:48,1.5.20,100.0,"Application for managing recipes, planning meals, building shopping lists and much much more!.",,,375.0,,,,24,True,1.0,,,,,
90,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2024-08-20 01:55:02,2024-08-18 19:41:06,1019.0,9.0,387.0,40.0,514.0,156.0,430.0,3513.0,,,,A test fixtures replacement for Python.,,,133.0,https://pypi.org/project/factory_boy,5622280.0,5622280.0,24,True,3.0,,,,,
91,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2024-10-09 08:32:07,2024-10-09 08:32:03,195.0,15.0,401.0,106.0,104.0,17.0,331.0,2685.0,2024-04-09 05:47:09,2.0.0,3.0,Reusable workflow library for Django.,327.0,327.0,2.0,https://pypi.org/project/viewflow,647.0,647.0,24,True,2.0,,,,,
92,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1073.0,117.0,2195.0,148.0,291.0,2248.0,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,177.0,177.0,67.0,https://pypi.org/project/shuup,7716.0,7726.0,24,True,3.0,642.0,,,,
93,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2024-08-22 22:26:53,2024-08-22 22:26:02,4924.0,19.0,127.0,35.0,192.0,3.0,88.0,1471.0,,,,A library for event sourcing in Python.,162.0,162.0,27.0,https://pypi.org/project/eventsourcing,14935.0,14935.0,24,True,1.0,,,,,
94,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2024-07-12 13:57:57,2023-12-22 14:02:18,302.0,,91.0,18.0,54.0,23.0,134.0,1466.0,,,,Django + Tailwind CSS =.,4678.0,4678.0,19.0,https://pypi.org/project/django-tailwind,94279.0,94279.0,24,True,1.0,,,,,
95,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2024-10-31 21:44:09,2024-10-31 21:44:09,898.0,9.0,272.0,43.0,252.0,64.0,110.0,1061.0,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,572.0,572.0,66.0,https://pypi.org/project/django-payments,13780.0,13780.0,24,True,2.0,27.0,,,,
96,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2024-07-26 01:52:12,2024-07-19 09:04:57,1043.0,,95.0,15.0,102.0,4.0,182.0,881.0,2024-07-19 08:17:53,4.1.0,50.0,"A cool, modern and responsive django admin application based on bootstrap 5 that brings AI to the Django admin -..",421.0,421.0,15.0,https://pypi.org/project/django-baton,16399.0,16399.0,24,True,3.0,,,,,
97,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,114.0,25.0,49.0,19.0,61.0,864.0,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1535.0,1535.0,82.0,https://pypi.org/project/django-admin-tools,64873.0,64873.0,24,True,3.0,,,,,
98,django-pandas,chrisdev/django-pandas,django-pandas,[],pandas-integration,https://github.com/chrisdev/django-pandas,https://github.com/chrisdev/django-pandas,BSD-3-Clause,2012-08-01 01:51:39,2024-04-03 20:49:53,2024-04-03 14:42:46,256.0,,115.0,29.0,74.0,14.0,71.0,799.0,,,,Tools for working with pandas in your Django projects.,2420.0,2420.0,35.0,https://pypi.org/project/django-pandas,120860.0,120860.0,24,True,1.0,,,,,
99,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2024-10-09 12:25:24,2024-10-09 12:24:56,627.0,10.0,96.0,13.0,159.0,11.0,60.0,629.0,,,,Tracking dirty fields on a Django model.,604.0,604.0,42.0,https://pypi.org/project/django-dirtyfields,264965.0,264965.0,24,True,3.0,,,,,
100,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2024-09-28 22:27:42,2024-09-28 22:27:25,698.0,13.0,49.0,10.0,180.0,5.0,68.0,436.0,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,192.0,192.0,25.0,https://pypi.org/project/django-concurrency,55067.0,55067.0,24,True,1.0,,,,,
101,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,164.0,20.0,68.0,41.0,85.0,431.0,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,451.0,451.0,22.0,https://pypi.org/project/django-address,13352.0,13352.0,24,True,1.0,,,,,
102,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2024-10-01 09:57:15,2024-10-01 09:57:14,695.0,10.0,21.0,6.0,70.0,10.0,17.0,146.0,2024-09-18 15:20:35,5.3.4,22.0,A JSON Web Token authentication plugin for the Django REST Framework.,281.0,281.0,85.0,https://pypi.org/project/django-ninja-jwt,52768.0,52768.0,24,True,2.0,,,,,
103,django-compressor,django-compressor/django-compressor,django-compressor,[],templates,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2024-10-21 09:58:57,2024-10-21 09:57:31,1645.0,2.0,560.0,49.0,593.0,113.0,546.0,2800.0,,,,Compresses linked and inline javascript or CSS into a single cached file.,,,218.0,https://pypi.org/project/django-compressor,646960.0,646960.0,23,True,2.0,,,,,
104,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2024-07-17 11:22:36,2024-04-30 12:19:32,297.0,,117.0,41.0,143.0,42.0,56.0,742.0,2023-09-26 15:28:27,4.0.0,15.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,69.0,69.0,25.0,https://pypi.org/project/django-multitenant,26983.0,26983.0,23,True,3.0,,,,,
105,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2024-09-23 15:19:18,2024-09-23 15:19:18,202.0,3.0,27.0,8.0,99.0,5.0,24.0,454.0,2024-04-25 15:48:31,3.5.0,18.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",179.0,179.0,12.0,https://pypi.org/project/django-guid,88881.0,88881.0,23,True,3.0,,,,,
106,django-authtools,fusionbox/django-authtools,django-authtools,[],custom-user,https://github.com/fusionbox/django-authtools,https://github.com/fusionbox/django-authtools,BSD-2-Clause,2013-05-20 23:19:33,2024-03-19 18:47:15,2024-03-19 18:47:10,248.0,,94.0,31.0,73.0,9.0,45.0,372.0,,,,A custom User model for everybody!.,986.0,986.0,31.0,https://pypi.org/project/django-authtools,12658.0,12658.0,23,True,1.0,,,,,
107,django-mailbox,coddingtonbear/django-mailbox,django-mailbox,[],emails,https://github.com/coddingtonbear/django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2024-09-02 05:55:56,2024-09-02 05:55:56,547.0,2.0,157.0,22.0,133.0,21.0,139.0,357.0,,,,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",203.0,203.0,54.0,https://pypi.org/project/django-mailbox,11498.0,11498.0,23,True,3.0,,,,,
108,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2024-10-30 06:42:34,2024-08-01 13:49:18,370.0,,75.0,11.0,153.0,11.0,36.0,242.0,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,151.0,151.0,27.0,https://pypi.org/project/django-fsm-log,47337.0,47337.0,23,True,3.0,,,,,
109,wemake-django-template,wemake-services/wemake-django-template,,[],reusable-app-templates,https://github.com/wemake-services/wemake-django-template,https://github.com/wemake-services/wemake-django-template,MIT,2017-09-14 09:23:23,2024-10-31 06:57:51,2024-10-31 06:57:50,2547.0,79.0,214.0,34.0,2168.0,22.0,514.0,1993.0,2023-09-05 07:57:33,goodbye-3.9,3.0,Bleeding edge django template focused on code quality and security.,,,49.0,,,,22,True,1.0,,,,,
110,django-restql,yezyilomo/django-restql,django-restql,[],restful-api-drf,https://github.com/yezyilomo/django-restql,https://github.com/yezyilomo/django-restql,MIT,2019-04-06 21:53:41,2024-08-09 23:16:31,2024-01-25 14:09:03,710.0,,43.0,19.0,208.0,26.0,85.0,618.0,2024-01-25 14:10:50,0.15.4,44.0,Turn your API made with Django REST Framework(DRF) into a GraphQL like API.,284.0,284.0,5.0,https://pypi.org/project/django-restql,33024.0,33024.0,22,True,3.0,,,,,
111,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2024-11-01 00:11:43,2024-10-16 17:52:44,324.0,5.0,30.0,8.0,132.0,2.0,33.0,531.0,2024-02-27 11:38:23,0.12.0,22.0,config and manage typed extra settings using just the django admin.,98.0,98.0,12.0,https://pypi.org/project/django-extra-settings,13695.0,13695.0,22,True,3.0,,,,,
112,django-getpaid,django-getpaid/django-getpaid,django-getpaid,[],payment-subscriptions,https://github.com/django-getpaid/django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2021-12-12 18:31:41,2021-12-12 18:31:33,405.0,,105.0,21.0,93.0,3.0,58.0,442.0,2020-04-19 09:05:46,2.0.0,6.0,Django payments processor.,48.0,48.0,30.0,https://pypi.org/project/django-getpaid,3980.0,3980.0,22,True,2.0,,,,,
