,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,updated_github_id,gitlab_id,gitlab_url
56,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-09-17 13:15:46,2022-11-02 08:25:54,5304.0,,1563.0,250.0,982.0,40.0,1011.0,4662,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,3612.0,3612.0,26,True,3,,,,,
57,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,666.0,117.0,177.0,218.0,127.0,3481,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3080.0,3080.0,29.0,https://pypi.org/project/django-jet,12924.0,12924.0,26,True,3,,,,,
58,django-htmx,adamchainz/django-htmx,django-htmx,[],templates,https://github.com/adamchainz/django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2023-11-27 21:42:06,2023-11-27 21:42:04,409.0,33.0,103.0,32.0,334.0,3.0,58.0,1156,,,,Extensions for using Django with htmx.,1483.0,1483.0,17.0,https://pypi.org/project/django-htmx,112360.0,112360.0,26,True,1,,,,,
59,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2023-11-13 16:55:54,2022-11-28 20:19:07,783.0,,192.0,27.0,118.0,11.0,150.0,698,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,2968.0,2968.0,73.0,https://pypi.org/project/django-paypal,12422.0,12422.0,26,True,1,,,,,
60,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2023-10-19 12:07:55,2023-10-13 13:52:13,161.0,3.0,132.0,8.0,83.0,28.0,73.0,397,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",3008.0,3008.0,35.0,https://pypi.org/project/django-rest-passwordreset,230524.0,230524.0,26,True,3,,,,,
61,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2023-10-25 15:39:57,2023-10-25 15:19:14,1049.0,8.0,218.0,19.0,214.0,56.0,142.0,389,2023-10-23 00:06:02,0.8.1,22.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,289.0,289.0,72.0,https://pypi.org/project/django-oidc-provider,12627.0,12627.0,26,True,3,,,,,
62,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2023-11-14 06:29:07,2023-11-14 06:29:07,1329.0,6.0,62.0,12.0,450.0,36.0,49.0,297,,,,Bootstrap 5 for Django.,4784.0,4784.0,146.0,https://pypi.org/project/django-bootstrap5,72557.0,72557.0,26,True,2,,,,,
63,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2023-11-29 13:56:25,2023-11-29 13:56:25,994.0,9.0,362.0,41.0,489.0,168.0,395.0,3240,,,,A test fixtures replacement for Python.,,,129.0,https://pypi.org/project/factory_boy,3346803.0,3346803.0,25,True,3,,,,,
64,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2023-11-23 03:33:54,2023-10-18 19:01:40,4734.0,41.0,129.0,35.0,179.0,1.0,83.0,1333,,,,A library for event sourcing in Python.,141.0,141.0,23.0,https://pypi.org/project/eventsourcing,35495.0,35495.0,25,True,1,,,,,
65,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2023-10-25 11:06:10,2023-09-28 17:06:40,313.0,2.0,169.0,19.0,153.0,20.0,122.0,967,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,2229.0,2229.0,51.0,https://pypi.org/project/django-ratelimit,351615.0,351615.0,25,True,3,,,,,
66,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2022-01-23 10:27:21,2021-10-08 16:42:39,189.0,,74.0,11.0,60.0,15.0,42.0,652,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,4112.0,4112.0,23.0,https://pypi.org/project/django-seed,29487.0,29487.0,25,True,1,,,,,
67,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2023-10-31 12:47:21,2023-09-26 15:30:23,292.0,4.0,99.0,41.0,119.0,29.0,55.0,650,2023-09-26 15:28:27,4.0.0,15.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,60.0,60.0,23.0,https://pypi.org/project/django-multitenant,20752.0,20752.0,25,True,3,,,,,
68,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2023-11-17 21:32:50,2023-11-17 21:24:11,265.0,9.0,87.0,12.0,62.0,9.0,60.0,462,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,2433.0,2433.0,46.0,https://pypi.org/project/django-otp,663077.0,663077.0,25,True,3,,,,,
69,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2023-11-24 08:28:39,2023-11-24 08:28:36,414.0,25.0,31.0,9.0,346.0,13.0,48.0,462,2023-04-29 15:21:09,1.3.0,7.0,"Test django schema and data migrations, including migrations order and best practices.",643.0,643.0,18.0,https://pypi.org/project/django-test-migrations,118716.0,118716.0,25,True,3,,,,,
70,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,158.0,20.0,68.0,41.0,84.0,417,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,390.0,390.0,22.0,https://pypi.org/project/django-address,11504.0,11504.0,25,True,1,,,,,
71,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2023-11-20 17:30:01,2023-11-06 07:35:45,871.0,20.0,255.0,42.0,234.0,55.0,100.0,924,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,517.0,517.0,57.0,https://pypi.org/project/django-payments,7951.0,7951.0,24,True,2,21.0,,,,
72,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2023-11-02 21:52:05,2023-10-20 09:10:06,874.0,7.0,86.0,14.0,98.0,6.0,165.0,790,2023-08-11 09:48:33,2.8.0,42.0,"A cool, modern and responsive django admin application based on bootstrap 5 - https://otto-torino.github.io/tag/baton/.",325.0,325.0,15.0,https://pypi.org/project/django-baton,7148.0,7148.0,24,True,3,,,,,
73,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2023-11-22 20:54:56,2023-08-21 13:59:32,274.0,,149.0,15.0,131.0,62.0,72.0,603,2023-06-13 14:40:10,1.3.5,51.0,"Yet another Django audit log app, hopefully the simplest one.",206.0,206.0,46.0,https://pypi.org/project/django-easy-audit,40887.0,40887.0,24,True,3,,,,,
74,django-compressor,django-compressor/django-compressor,django-compressor,[],templates,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2023-11-24 10:57:29,2023-11-24 10:57:29,1620.0,3.0,555.0,51.0,551.0,110.0,539.0,2724,,,,Compresses linked and inline javascript or CSS into a single cached file.,,,217.0,https://pypi.org/project/django-compressor,423210.0,423210.0,23,True,3,,,,,
75,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2023-09-23 12:09:46,2021-08-18 22:32:03,7104.0,,1016.0,120.0,2191.0,145.0,291.0,2105,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,145.0,145.0,67.0,https://pypi.org/project/shuup,727.0,738.0,23,True,3,583.0,,,,
76,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2023-10-15 02:44:56,2023-06-22 20:06:50,276.0,,82.0,16.0,49.0,12.0,129.0,1188,,,,Django + Tailwind CSS =.,2752.0,2752.0,18.0,https://pypi.org/project/django-tailwind,58898.0,58898.0,23,True,3,,,,,
77,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,108.0,24.0,49.0,18.0,61.0,797,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1414.0,1414.0,82.0,https://pypi.org/project/django-admin-tools,51261.0,51261.0,23,True,3,,,,,
78,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2023-12-01 00:09:32,2023-11-24 17:12:09,276.0,14.0,26.0,6.0,88.0,2.0,23.0,405,2023-07-03 23:43:57,0.10.0,20.0,config and manage typed extra settings using just the django admin.,69.0,69.0,12.0,https://pypi.org/project/django-extra-settings,7603.0,7603.0,23,True,3,,,,,
79,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2023-10-19 13:20:02,2023-09-19 16:57:22,482.0,1.0,89.0,18.0,127.0,22.0,161.0,244,2023-06-05 18:40:58,1.11.6,31.0,A Django authentication backend for Microsoft ADFS and AzureAD.,109.0,109.0,45.0,https://pypi.org/project/django-auth-adfs,41370.0,41370.0,23,True,3,,,,,
80,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2023-11-20 17:29:52,2023-04-26 07:27:58,353.0,,69.0,10.0,139.0,11.0,34.0,228,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,135.0,135.0,26.0,https://pypi.org/project/django-fsm-log,40924.0,40924.0,23,True,2,,,,,
81,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2023-03-02 08:08:32,2023-03-02 08:07:43,272.0,,55.0,8.0,53.0,9.0,54.0,235,,,,"Slack integration for Django, using the templating engine to generate messages.",357.0,357.0,28.0,https://pypi.org/project/django-slack,65075.0,65075.0,22,True,1,,,,,
82,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2023-11-17 14:56:57,2023-11-17 14:52:58,511.0,67.0,21.0,11.0,59.0,4.0,25.0,218,2023-11-17 14:56:20,0.20.0,30.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,12.0,https://pypi.org/project/django-ninja-extra,31981.0,31981.0,22,True,2,,,,,
83,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2023-11-24 09:38:22,2023-11-24 09:36:25,663.0,19.0,13.0,6.0,38.0,4.0,7.0,84,2023-11-24 09:37:38,5.2.10,17.0,A JSON Web Token authentication plugin for the Django REST Framework.,99.0,99.0,81.0,https://pypi.org/project/django-ninja-jwt,14710.0,14710.0,22,True,2,,2.0,,,
84,pinax-stripe-light,pinax/pinax-stripe-light,pinax-stripe-light,[],payment-subscriptions,https://github.com/pinax/pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,MIT,2012-08-18 15:39:19,2022-08-18 20:07:37,2021-11-28 01:59:11,1502.0,,269.0,31.0,348.0,68.0,229.0,677,2021-11-28 02:09:03,5.0.0,9.0,a payments Django app for Stripe.,,,72.0,https://pypi.org/project/pinax-stripe-light,328.0,328.0,21,True,2,,,,,
85,django-getpaid,django-getpaid/django-getpaid,django-getpaid,[],payment-subscriptions,https://github.com/django-getpaid/django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2021-12-12 18:31:41,2021-12-12 18:31:33,405.0,,105.0,21.0,93.0,3.0,58.0,438,2020-04-19 09:05:46,2.0.0,6.0,Django payments processor.,46.0,46.0,30.0,https://pypi.org/project/django-getpaid,502.0,502.0,21,True,2,,,,,
86,django-dynamic-fixture,paulocheque/django-dynamic-fixture,django-dynamic-fixture,[],fake-data,https://github.com/paulocheque/django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2023-09-15 22:38:21,2023-09-15 22:36:31,433.0,6.0,61.0,19.0,94.0,5.0,63.0,381,,,,A complete library to create dynamic model instances for testing purposes.,1138.0,1138.0,36.0,https://pypi.org/project/django-dynamic-fixture,77393.0,77393.0,21,True,3,,-2.0,,,
87,django-mailbox,coddingtonbear/django-mailbox,django-mailbox,[],emails,https://github.com/coddingtonbear/django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2023-08-11 13:35:25,2023-01-24 14:08:47,485.0,,153.0,22.0,117.0,43.0,109.0,326,,,,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",167.0,167.0,41.0,https://pypi.org/project/django-mailbox,6041.0,6041.0,21,True,3,,,,,
88,django-oscar-paypal,django-oscar/django-oscar-paypal,django-oscar-paypal,[],payment-subscriptions,https://github.com/django-oscar/django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,BSD-3-Clause,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,193.0,33.0,203.0,22.0,69.0,161,,,,PayPal integration for django-oscar. Can be used without Oscar too.,150.0,150.0,51.0,https://pypi.org/project/django-oscar-paypal,384.0,384.0,21,True,2,,,,,
89,django-minio-storage,py-pa/django-minio-storage,django-minio-storage,[],storage,https://github.com/py-pa/django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2023-09-14 02:43:41,2023-09-14 02:43:41,226.0,1.0,48.0,7.0,56.0,10.0,71.0,139,2023-08-30 20:53:31,0.5.7,8.0,A django storage driver for minio.,225.0,225.0,17.0,https://pypi.org/project/django-minio-storage,22839.0,22839.0,21,True,3,,,,,
90,django-bootstrap-v5,zelenij/django-bootstrap-v5,django-bootstrap-v5,[],mvt-css-framework-integration,https://github.com/zelenij/django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2022-07-18 23:18:59,2022-07-18 23:18:59,936.0,,41.0,4.0,11.0,7.0,14.0,98,,,,Bootstrap 5 integration with Django.,6393.0,6393.0,138.0,https://pypi.org/project/django-bootstrap-v5,45968.0,45968.0,21,True,3,,,,,
91,shynet,milesmcc/shynet,shynet,[],analytics-framework,https://github.com/milesmcc/shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2023-11-29 00:10:47,2023-11-03 22:43:09,508.0,9.0,161.0,29.0,129.0,43.0,133.0,2629,2023-07-28 03:19:15,0.13.1,37.0,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",,,35.0,https://pypi.org/project/shynet,,,20,True,1,,,,,
92,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2023-10-31 19:44:35,2023-09-29 06:59:19,126.0,2.0,376.0,105.0,96.0,36.0,267.0,2471,2017-05-29 17:10:27,1.0.0,2.0,Reusable workflow library for Django.,282.0,282.0,2.0,https://pypi.org/project/viewflow,61.0,61.0,20,True,2,,,,,
93,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2023-08-04 08:11:59,2017-03-03 07:13:17,343.0,,85.0,16.0,63.0,19.0,37.0,458,,,,Can create auto-generated test data.,844.0,844.0,34.0,https://pypi.org/project/django-autofixture,1675.0,1675.0,20,False,2,,,,,
94,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120.0,,31.0,7.0,36.0,12.0,27.0,403,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,61.0,61.0,4.0,https://pypi.org/project/djantic,16830.0,16830.0,20,True,3,,,,,
95,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,8.0,90.0,8.0,56.0,12.0,23.0,382,,,,Utilities to extract and manipulate Django Fixtures.,148.0,148.0,36.0,https://pypi.org/project/django-fixture-magic,28858.0,28858.0,20,True,2,,,,,
96,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2023-11-20 08:23:00,2023-11-20 08:23:00,188.0,1.0,20.0,8.0,83.0,4.0,20.0,373,2023-06-16 08:37:56,3.3.1,16.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",113.0,113.0,9.0,https://pypi.org/project/django-guid,84767.0,84767.0,20,True,1,,-2.0,,,
97,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2023-08-14 18:47:11,2022-06-17 09:46:13,276.0,,96.0,20.0,62.0,60.0,44.0,319,,,,Django registration and authentication with GraphQL.,656.0,656.0,16.0,https://pypi.org/project/django-graphql-auth,9954.0,9954.0,20,True,3,,,,,
98,aiosmtpd,aio-libs/aiosmtpd,aiosmtpd,[],emails,https://github.com/aio-libs/aiosmtpd,https://github.com/aio-libs/aiosmtpd,Apache-2.0,2016-07-14 13:51:17,2023-10-12 23:59:25,2023-01-19 09:37:59,746.0,,89.0,15.0,215.0,54.0,105.0,285,2023-01-19 09:44:08,1.4.4.post2,14.0,A reimplementation of the Python stdlib smtpd.py based on asyncio.,,,38.0,https://pypi.org/project/aiosmtpd,116179.0,116182.0,20,True,3,248.0,,,,
99,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2022-12-22 16:49:58,2022-03-22 11:44:40,82.0,,91.0,19.0,45.0,12.0,35.0,275,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,602.0,602.0,19.0,https://pypi.org/project/django-google-maps,6682.0,6682.0,20,True,2,,,,,
100,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2022-08-26 07:34:52,2022-04-07 16:47:43,200.0,,22.0,4.0,12.0,2.0,22.0,65,2022-03-01 22:09:58,2.0.0,22.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",310.0,310.0,8.0,https://pypi.org/project/django-mapbox-location-field,1207.0,1207.0,20,True,2,,,,,
101,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2023-08-06 17:01:12,2023-08-06 17:00:07,200.0,,85.0,47.0,36.0,10.0,24.0,975,,,,Set of widgets to build dashboards for Django projects.,83.0,83.0,18.0,https://pypi.org/project/django-controlcenter,5044.0,5044.0,19,True,3,,,,,
102,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,130.0,16.0,121.0,9.0,132.0,554,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,667.0,667.0,80.0,https://pypi.org/project/django-admin-sortable,52137.0,52137.0,19,True,3,,,,,
103,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2023-11-16 12:26:19,2023-11-16 12:26:19,1102.0,4.0,22.0,10.0,36.0,4.0,30.0,267,,,,Django app for user friendly querying of Django models.,15.0,15.0,10.0,https://pypi.org/project/django-data-browser,1824.0,1824.0,19,True,1,,,,,
104,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,MIT,2015-09-10 22:48:53,2022-03-17 20:00:04,2022-03-17 20:00:04,120.0,,16.0,7.0,22.0,9.0,8.0,230,2021-09-07 19:36:52,2.3.0,3.0,Write Django management command using the click CLI library.,259.0,259.0,11.0,https://pypi.org/project/django-click,31413.0,31413.0,19,True,3,,,,,
105,django-fernet-fields,orcasgit/django-fernet-fields,django-fernet-fields,[],encrpyted-fields,https://github.com/orcasgit/django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2023-09-19 14:33:58,2019-05-10 16:41:45,129.0,,58.0,6.0,21.0,9.0,7.0,187,,,,Fernet symmetric encryption for Django model fields.,651.0,651.0,9.0,https://pypi.org/project/django-fernet-fields,66024.0,66024.0,19,True,1,,,,,
106,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2023-07-06 17:36:27,2023-07-06 17:36:25,255.0,,38.0,12.0,77.0,2.0,38.0,176,2022-04-20 19:29:39,1.0.1,15.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,10.0,10.0,28.0,https://pypi.org/project/django-loci,427.0,427.0,19,True,3,,,,,
107,merchant,agiliq/merchant,merchant,[],payment-subscriptions,https://github.com/agiliq/merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,161.0,59.0,86.0,23.0,42.0,1020,,,4.0,A Django app to accept payments from various payment processors via Pluggable backends.,26.0,26.0,49.0,https://pypi.org/project/merchant,,,18,False,2,,,,,
108,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2023-10-21 03:42:19,2023-10-21 03:24:05,608.0,1.0,95.0,13.0,148.0,11.0,59.0,592,,,,Tracking dirty fields on a Django model.,,,41.0,https://pypi.org/project/django-dirtyfields,202459.0,202459.0,18,True,3,,,,,
109,djaodjin-saas,djaodjin/djaodjin-saas,djaodjin-saas,[],value-as-a-service-framework,https://github.com/djaodjin/djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2023-11-29 04:41:25,2023-11-29 04:41:21,1835.0,74.0,123.0,24.0,183.0,18.0,86.0,500,,,,Django application for software-as-service and subscription businesses.,8.0,8.0,12.0,https://pypi.org/project/djaodjin-saas,162.0,162.0,18,True,1,,,,,
110,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2023-11-28 13:09:13,2023-11-26 11:23:59,664.0,2.0,47.0,9.0,178.0,9.0,61.0,419,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,,,24.0,https://pypi.org/project/django-concurrency,49732.0,49732.0,18,True,1,,,,,
111,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2023-11-08 06:13:13,2023-11-08 06:13:11,149.0,2.0,56.0,16.0,34.0,38.0,32.0,349,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,142917.0,142917.0,18,True,2,,,,,
112,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2023-03-04 04:33:09,2021-10-21 13:54:53,128.0,,52.0,15.0,38.0,5.0,37.0,326,,,,Bulma theme for Django.,480.0,480.0,14.0,https://pypi.org/project/django-bulma,2387.0,2387.0,18,True,3,,,,,
113,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2022-10-25 08:27:00,2022-10-25 08:26:59,123.0,,87.0,29.0,66.0,19.0,20.0,203,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,331.0,331.0,32.0,https://pypi.org/project/django-fsm-admin,41672.0,41672.0,18,True,3,,,,,
